,text_id,text,positive,negative,neutral,label
32,paragraph.33,"“Trust in TTS, in Login and in GSA has been frayed. What else about their services — whether building security or procurement that we use — have they been less than transparent about?” said another federal technology official. “I think a lot of us will demand more evidence and transparency about how they are doing business.”",0.5987300872802734,0.40031442046165466,0.0009554667049087584,positive
33,paragraph.34,"Clare Martorana, the federal CIO and chairwoman of the TMF Board, said rebuilding the trust in TTS and Login will be important. But she said she has full confidence in the platform.",0.9980675578117371,0.0007352185202762485,0.0011972542852163315,positive
34,paragraph.35,"“It is recoverable. Our expectations are that every single project and program that we run operates with integrity and accountability and transparency. I think that the GSA leadership team has really proven that, but it is a ding, and it does cause pause,” Martorana said in an interview with Federal News Network. “We as a board are fully interrogating the process that we went through for the investment, making sure that we are going back and looking at the milestones that we were managing to in all of our delivery, to make sure that we’re doing our job, because we are the stewards of the taxpayer dollar, as well as the agencies that get TMF funding. We take this all very seriously, and are having really rigorous conversations, both amongst the board itself, with our TMF program management office colleagues, and with our Login colleagues, because this is something that we’re going to have to build back from as a shared service provider. I have all the confidence in the world that we will be able to recover from this and that our investment has been meaningful for the American people.”",0.9999721050262451,0.000027860609407071024,1.3334227819128408e-11,positive
35,paragraph.36,"The board has allocated $44 million of the $187 million to Login.gov, according to the TMF website.",0.049686405807733536,0.10082995146512985,0.8494836091995239,neutral
36,paragraph.37,Source: Technology Modernization Fund website.,0.33768510818481445,0.3402118682861328,0.32210296392440796,negative
37,paragraph.38,"Hashmi said in an email to Federal News Network that GSA has used the funding to launch an in-person proofing pilot to support identity verification for some users at 18,000 Postal Service locations.",0.8520181179046631,0.10089484602212906,0.04708708077669144,positive
38,paragraph.39,"“Earning and maintaining the trust of our customers, stakeholders, and the public is our highest priority, and that commitment is embedded throughout our Technology Transformation Services programs and initiatives,” Hashmi said. “That is reflected in our management response to the IG report on Login.gov, which outlines how, over the last year, we have taken significant actions to strengthen oversight and implement additional management controls to ensure accountability at Login.gov and throughout TTS. Moving forward, I am committed to fully implementing all of the IG’s recommendations and taking further steps to enable TTS to more effectively deliver accessible, secure and privacy-protecting solutions to our customers and the American public.”",0.9744550585746765,0.025544991716742516,6.51264181472655e-11,positive
39,paragraph.40,Tepid support for TMF investment,0.7223258018493652,0.07400935143232346,0.20366482436656952,positive
40,paragraph.41,Sources say the TMF Board was hesitant to fund Login.gov from its initial proposal.,0.025206569582223892,0.11537079513072968,0.8594226837158203,neutral
41,paragraph.42,"Multiple sources say the board felt pressure to approve the investment, despite obvious shortcomings in its proposal.",0.6597490906715393,0.11546710878610611,0.22478380799293518,positive
42,paragraph.43,"“The level of detail we saw in every other TMF proposal wasn’t there, and the confidence in the TTS team and GSA was a factor in the doubts raised by the board,” said one source. “Even if one person formally shot it down, there were others on the fence or had hesitation that they didn’t have the right team in place to be successful. There was concern that they couldn’t execute on their plan.”",0.22076912224292755,0.7783771753311157,0.0008536245441064239,negative
43,paragraph.44,"Another source said there was some who wanted to split the award to Login into smaller amounts, with milestones along the way to earn more funding.",0.5498510599136353,0.12427566945552826,0.3258732259273529,positive
44,paragraph.45,"“It was just too big of an award,” the second source said. “But there was an immense surge of money coming in, new people on the TMF Board and this was one of 50-70 proposals that the board looked at over a couple of months. There was a lot of interest to get Login funding.”",0.4596545100212097,0.5316895842552185,0.008655894547700882,negative
45,paragraph.46,The first source said there definitely was fear of a “backlash” if the board voted down the project.,0.05809265747666359,0.9082838296890259,0.03362352028489113,negative
46,paragraph.47,"“The board approved it, and like every other project, TTS should have come in every quarter for a deep dive on its progress to show progress,” said the first source. “Every investment has to provide updates, but TTS had a shorter timeline on it and more guardrails for oversight. It’s unclear if the board ended up keeping TTS on a short leash.”",0.9161120653152466,0.08379785716533661,0.00009014015813590959,positive
47,paragraph.48,"While the TMF Board hasn’t decided how it will turn up the scrutiny on Login.gov, sources say they should demand more transparency and demonstrate what the funding is going toward.",0.10405950993299484,0.789402425289154,0.10653810203075409,negative
48,paragraph.49,"“If I were on the board, I would want appropriate levels of detail and not a sales pitch. The board is responsible for investment oversight and to ensure the project is spending its money wisely, addressing risks, and meeting its milestones,” said the first source.",0.9517238140106201,0.047424688935279846,0.0008514220826327801,positive
49,paragraph.50,House lawmakers to grill GSA,0.5664180517196655,0.07585235685110092,0.35772955417633057,positive
50,paragraph.51,Hashmi will get to explain in much more detail in stop two of the apology tour. He will be among one of three featured witnesses at the House subcommittee hearing on Wednesday.,0.07891132682561874,0.7124115228652954,0.20867714285850525,negative
51,paragraph.52,Sonny Hashmi is the commissioner of the Federal Acquisition Service at GSA.,0.2834377884864807,0.0918256863951683,0.6247366070747375,neutral
52,paragraph.53,"Hashmi is scheduled to be joined by GSA Inspector General Carol Ochoa and Jim St. Pierre, the acting director of NIST’s Information Technology Laboratory.",0.028988661244511604,0.10149616003036499,0.8695152401924133,neutral
53,paragraph.54,"The subcommittee will focus on determining why GSA leaders did not exercise adequate oversight of TTS and the services it provides, and examine whether Login.gov should remain a central component of the Biden administration’s anti-fraud efforts until it complied with all required standards.",0.17046596109867096,0.8272154927253723,0.0023185675963759422,negative
54,paragraph.55,"“GSA exists so that agencies can focus on their mission-critical [responsibilities] and not have to worry about services like Login.gov falling short of their promised goal. This wasn’t just a mistake on their part, it was a longstanding misrepresentation, so this hits on the trust front in multiple ways,” said a spokesperson for the committee in an email to Federal News Network.",0.04816678911447525,0.9518303275108337,0.0000029526688649639254,negative
55,paragraph.56,The Senate Homeland Security and Governmental Affairs Committee also is paying attention to Login’s problems.,0.5122094750404358,0.08145000040531158,0.40634050965309143,positive
56,paragraph.57,"An aide for Sen. Gary Peters (D-Mich.), chairman of the committee, said Peters recently spoke with GSA Administrator Robin Carnahan about what the agency is doing to resolve the issues with Login.gov.",0.7974276542663574,0.0045531634241342545,0.19801920652389526,positive
57,paragraph.58,"“Chairman Peters will continue conducting oversight and work to identify potential reforms to improve accountability and transparency of Login.gov, as well as build trust in this important program,” the aide said.",0.9010536074638367,0.09855452924966812,0.00039182050386443734,positive
58,paragraph.59,New RFI for next generation services,0.11349981278181076,0.05334463343024254,0.8331555128097534,neutral
59,paragraph.60,Another step to rebuild that trust is coming through the acquisition process.,0.792643129825592,0.052211835980415344,0.1551450788974762,positive
60,paragraph.61,"TTS just released a new request for information for Login.gov’s next-generation identity proofing solutions. The goal of the RFI is to get feedback from industry and other experts for how Login can provide secure, simple and equitable identity proofing services. This includes more than 100 mandatory requirements across nine functional categories.",0.9816685318946838,0.00032587620080448687,0.01800556480884552,positive
61,paragraph.62,GSA plans to create a multiple award blanket purchase agreement that runs on top of the schedules contract.,0.9883559942245483,0.010199776850640774,0.001444198889657855,positive
62,paragraph.63,Responses to the RFI are due April 7.,0.1757407933473587,0.057646140456199646,0.7666130661964417,neutral
63,paragraph.64,"The concept of Login hasn’t been popular among vendors since it began in 2017, with many seeing it as direct and, to some, unfair competition with the private sector.",0.7096328139305115,0.2602711319923401,0.03009606897830963,positive
64,paragraph.65,"Blake Hall, the CEO of ID.me, one of the most vocal critics of Login.gov, said competition and choice is an important aspect of the identity and access management effort across government.",0.7070335745811462,0.29228466749191284,0.0006817964022047818,positive
65,paragraph.66,"“ID.me has long been committed to a future where consumers, not data brokers or government agencies, have control of their own data online. We are confident our pass rates and equity metrics significantly exceed rates provided by data brokers operating at a similar level of security. Government agencies need transparency around performance metrics to evaluate solutions through the lens of security and accessibility,” Hall wrote in an email to Federal News Network. “At the same time, all cloud service providers should be independently audited and certified against NIST assurance levels. This is already the case for private sector developed solutions. Public-sector solutions should adhere to oversight as well to ensure a level playing field.”",0.9999997615814209,1.7991882828027883e-7,1.3079568894971971e-12,positive
66,paragraph.67,ID.me isn’t without its own challenges. The IRS pulled back on its use of the commercial service after evidence emerged that ID.me’s facial recognition identity proofing service wasn’t at a high enough quality.,0.5090655088424683,0.3598540723323822,0.13108040392398834,positive
67,paragraph.68,"This shows the challenges faced by Login.gov in doing advanced identity proofing aren’t confined to the government. But it’s also why the false assertions left so many frustrated, because it was a well-known problem across government and industry that the NIST standards were difficult to meet.",0.22995054721832275,0.7699151039123535,0.0001342493196716532,negative
68,paragraph.69,"This is why, as another industry executive, who requested anonymity, said, it doesn’t make sense for GSA to keep pushing Login.gov as a government-off-the-shelf platform.",0.21135541796684265,0.4497871696949005,0.3388574421405792,negative
69,paragraph.70,"The executive said GSA’s underlying technology can’t be as agile as industry, no matter how much money they get from TMF or Congress.",0.020271215587854385,0.9528996348381042,0.026829155161976814,negative
70,paragraph.71,"“Login just can’t evolve fast enough and scale quickly enough to handle the needs of the agencies,” the executive said. “Industry is incentivized to do the right thing because there are replacements out there if a customer doesn’t like the services we are providing. But if Login doesn’t do right thing, what’s the incentive to change or fix?”",0.71988844871521,0.25600260496139526,0.024108918383717537,positive
71,paragraph.72,Support for Login.gov concept remains strong,0.9166211485862732,0.026112517341971397,0.057266317307949066,positive
72,paragraph.73,The executive added the consistent feedback they received from government about Login has been that it’s too expensive and the customer service is lacking.,0.0898975133895874,0.030741911381483078,0.879360556602478,neutral
73,paragraph.74,"Federal executives agree that the price and services from Login has been a tough pill to swallow for some time. However, almost every executive talked to for this article agreed that there is a need for a Login.gov-type of platform. One that provides basic identity account management through username, passwords and multi-factor authentication.",0.7873253226280212,0.2110283225774765,0.0016463338397443295,positive
74,paragraph.75,"“Login has gotten a lot better over the years. What they are doing now is quite good. It’s nice to have a single point from customer experience perspective too,” said another federal technology executive. “I think it should stop short of going beyond what it is today, however. It shouldn’t go into identity proofing space. It should strike a balance with private sector, possibly using them for Level 2 and Level 3 proofing, as industry will solve the identity problem faster than the government will. GSA already solved the account problem.”",0.8138135075569153,0.18616989254951477,0.00001662145950831473,positive
75,paragraph.76,Several other CIOs and federal technology executives said they were happy with the service they were getting at the basic levels from Login.,0.7158204913139343,0.07308979332447052,0.21108968555927277,positive
76,paragraph.77,"“I’m a strong supporter of a single governmentwide identity management solution instead of having every agency making citizens go through multiple vendors or systems,” said one agency CIO. “We have been happy with Login and are happy to outsource these type of services rather than build our own.”",0.999846339225769,0.00014326479868032038,0.000010391258911113255,positive
77,paragraph.78,"Another CIO offered similar comments, but said they knew Login oversold their capabilities, especially around identity proofing.",0.2070600539445877,0.03157714381814003,0.7613627314567566,neutral
78,paragraph.79,"Though some reports have said the White House is considering through an executive order on managing digital identities, federal executives cautioned against mandating the use of Login .",0.053051531314849854,0.10895523428916931,0.8379932045936584,neutral
79,paragraph.80,"“Managing the identity piece makes more sense for agencies to own and implement. That way they can do threat hunting and other security pieces over top of it, and we are better set up for those efforts,” said a federal technology executive. “But where you have federal agencies who do not have the necessary technical capabilities to manage identities, maybe give them the option in future to use an offering from GSA and Login, but they need to stop short of a mandate.”",0.9334109425544739,0.06536093354225159,0.001228062785230577,positive
80,paragraph.81,How GSA can rebuild the customers’ trust?,0.43771687150001526,0.0639457255601883,0.49833738803863525,neutral
81,paragraph.82,"Mandate or not from the White House, it’s clear that federal executives will not turn away from Login anytime soon. But GSA’s bigger challenge is can they reel in TTS and fix its reputation? Or is the third IG report in six years the final nail in the organization’s reputational coffin?",0.8141223192214966,0.010085289366543293,0.17579248547554016,positive
82,paragraph.83,"Several former and current federal executives said if GSA is serious about changing TTS, it has to start at the top, with Carnahan taking the lead. The concern, of course, is she comes from that culture, having run 18F’s state and local group previously.",0.6889075040817261,0.29944708943367004,0.01164547074586153,positive
83,paragraph.84,The executives give high marks to Hashmi and expressed sympathy for him inheriting the mess.,0.07482677698135376,0.47265440225601196,0.4525188207626343,negative
84,paragraph.85,"“What got me was systematic breakdown across GSA among several offices — FAS, CIO, TTS. That to me led the question of who is actually managing GSA these days, and if they knew what this program office, which was never revenue-neutral, was doing and what are they hoping to accomplish?” said one federal technology executive. “GSA or others have to ask why is [the] TTS head a political appointee? I’m not sure anyone knows why that is the case. If you are trying to run this as a governmentwide service, do you really want politicals in the middle of this? Or would it better to be seen as a good government program and insulated from political pressures?”",0.8956323266029358,0.10436756908893585,6.536846797189355e-8,positive
85,paragraph.86,Another federal executive said the Office of Management and Budget should consider pulling Login out of TTS and GSA altogether. Maybe even make it part of OMB or its own standalone program.,0.8114357590675354,0.10035630315542221,0.08820790797472,positive
86,paragraph.87,"“That is not the model usually done, but the amount of trust agencies will hand off to Login, you don’t want 14 levels of leadership between you and accountability of the program like it is now,” the executive said. “You are talking about a tool leveraged by the vast majority of American people, so I think the administration needs to create such scrutiny and accountability around it that they will ensure they deliver on their promise.”",0.9991981387138367,0.0008018753724172711,3.576709417529855e-8,positive
87,paragraph.88,"A promise that is well supported, but a trust that has been broken.",0.9332030415534973,0.0596369132399559,0.0071600815281271935,positive
